label,message
ham,Can we reschedule our call to 17:00?
ham,The meeting went well. Next steps are...
ham,Your order #1391 has been shipped.
ham,Thanks for the update. I will review it tomorrow.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Can we reschedule our call to 16:00?
ham,Thanks for the feedback. I will incorporate it.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Quick question: are you free at 10:00?
spam,WINNER! You have won a free vacation worth . Call 9186 now.
ham,Just wanted to check in. Hope you are doing well.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,See you at 13:00 for lunch.
ham,The meeting went well. Next steps are...
ham,The package has been delivered.
spam,WINNER! You have won a free vacation worth . Call 5538 now.
ham,The package has been delivered.
spam,WINNER! You have won a free vacation worth . Call 1984 now.
ham,Thanks for the update. I will review it tomorrow.
ham,Quick question: are you free at 11:00?
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,You have  unread messages. Check at http://spam-link.com
ham,The package has been delivered.
ham,Let me know if you need anything else.
ham,Let me know if you need anything else.
ham,The payment has been processed successfully.
ham,The report is ready. Please find attached.
ham,The payment has been processed successfully.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Your order #9899 has been shipped.
ham,The payment has been processed successfully.
ham,Quick question: are you free at 12:00?
ham,Welcome to the team! Looking forward to working with you.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Can we reschedule our call to 13:00?
ham,Thanks for the update. I will review it tomorrow.
spam,Free gift card worth ! Claim at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,Free gift card worth ! Claim at http://spam-link.com
ham,The meeting went well. Next steps are...
ham,I will send you the details by 13:00.
ham,The report is ready. Please find attached.
ham,Thanks for the update. I will review it tomorrow.
ham,The meeting went well. Next steps are...
ham,The report is ready. Please find attached.
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Quick question: are you free at 12:00?
ham,Thanks for the feedback. I will incorporate it.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Happy birthday! Have a great day!
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,The package has been delivered.
ham,Meeting scheduled for 16:00 tomorrow. Please confirm.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Reminder: appointment at 10:00 tomorrow.
ham,Quick question: are you free at 12:00?
ham,The payment has been processed successfully.
ham,The meeting went well. Next steps are...
ham,Meeting scheduled for 9:00 tomorrow. Please confirm.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM3146
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Reminder: appointment at 13:00 tomorrow.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Meeting scheduled for 9:00 tomorrow. Please confirm.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,Please review the document and let me know.
ham,Your order #9286 has been shipped.
ham,See you at 12:00 for lunch.
ham,Welcome to the team! Looking forward to working with you.
ham,Welcome to the team! Looking forward to working with you.
ham,See you at 12:00 for lunch.
ham,Thanks for the feedback. I will incorporate it.
spam,FREE entry to win  cash! Text WIN to 1357
ham,Thanks for the feedback. I will incorporate it.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,The package has been delivered.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Reminder: appointment at 9:00 tomorrow.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM7564
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,See you at 17:00 for lunch.
ham,Thanks for the update. I will review it tomorrow.
ham,Thanks for the feedback. I will incorporate it.
ham,Welcome to the team! Looking forward to working with you.
ham,Your order #4721 has been shipped.
ham,Just wanted to check in. Hope you are doing well.
ham,The report is ready. Please find attached.
ham,Thanks for the update. I will review it tomorrow.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Thanks for the update. I will review it tomorrow.
ham,The package has been delivered.
ham,Please review the document and let me know.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Can we reschedule our call to 12:00?
ham,The meeting went well. Next steps are...
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,I will send you the details by 10:00.
ham,Thanks for the feedback. I will incorporate it.
ham,The package has been delivered.
ham,Just wanted to check in. Hope you are doing well.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,I will send you the details by 15:00.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Can we reschedule our call to 13:00?
ham,Please review the document and let me know.
ham,Can we reschedule our call to 9:00?
ham,Happy birthday! Have a great day!
ham,Happy birthday! Have a great day!
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
ham,Happy birthday! Have a great day!
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
ham,See you at 14:00 for lunch.
ham,Thanks for the update. I will review it tomorrow.
ham,Can we reschedule our call to 9:00?
ham,"Hey, how are you? Let me know when you can meet."
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Meeting scheduled for 10:00 tomorrow. Please confirm.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM5151
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,Can we reschedule our call to 11:00?
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
ham,Just wanted to check in. Hope you are doing well.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,See you at 11:00 for lunch.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,The payment has been processed successfully.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM1104
ham,I will send you the details by 13:00.
spam,FREE entry to win  cash! Text WIN to 3078
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Thanks for your help with the project.
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Can we reschedule our call to 16:00?
ham,The payment has been processed successfully.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Reminder: appointment at 12:00 tomorrow.
ham,The report is ready. Please find attached.
ham,Welcome to the team! Looking forward to working with you.
ham,The report is ready. Please find attached.
ham,Your order #3155 has been shipped.
ham,Reminder: appointment at 16:00 tomorrow.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,The package has been delivered.
ham,Reminder: appointment at 10:00 tomorrow.
ham,Thanks for your help with the project.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Just wanted to check in. Hope you are doing well.
spam,WINNER! You have won a free vacation worth . Call 5158 now.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Last chance to claim your  reward. Click http://spam-link.com
ham,Happy birthday! Have a great day!
ham,"Hey, how are you? Let me know when you can meet."
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,The meeting went well. Next steps are...
ham,Thanks for the feedback. I will incorporate it.
ham,Welcome to the team! Looking forward to working with you.
ham,Let me know if you need anything else.
ham,"Hey, how are you? Let me know when you can meet."
ham,Quick question: are you free at 9:00?
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,Please review the document and let me know.
